nohup: ignoring input
2026-05-20 16:55:09,758 INFO paper_harness | manifest expanded: 40 runs (config=temporal_progression.yaml)
2026-05-20 16:55:50,818 WARNING ha_lmapf.global_tier.rolling_horizon | [rolling-horizon] solver 'RHCRSolver' returned status=error at step 30 (error_msg='rc=-11'); reusing previous PlanBundle.
2026-05-20 16:55:51,829 WARNING ha_lmapf.global_tier.rolling_horizon | [rolling-horizon] solver 'RHCRSolver' returned status=error at step 40 (error_msg='rc=-11'); reusing previous PlanBundle.
2026-05-20 16:55:52,841 WARNING ha_lmapf.global_tier.rolling_horizon | [rolling-horizon] solver 'RHCRSolver' returned status=error at step 30 (error_msg='rc=-11'); reusing previous PlanBundle.
2026-05-20 16:55:53,858 WARNING ha_lmapf.global_tier.rolling_horizon | [rolling-horizon] solver 'RHCRSolver' returned status=error at step 30 (error_msg='rc=-11'); reusing previous PlanBundle.
2026-05-20 16:55:54,872 WARNING ha_lmapf.global_tier.rolling_horizon | [rolling-horizon] solver 'RHCRSolver' returned status=error at step 40 (error_msg='rc=-11'); reusing previous PlanBundle.
2026-05-20 16:55:55,888 WARNING ha_lmapf.global_tier.rolling_horizon | [rolling-horizon] solver 'RHCRSolver' returned status=error at step 30 (error_msg='rc=-11'); reusing previous PlanBundle.
2026-05-20 16:55:56,903 WARNING ha_lmapf.global_tier.rolling_horizon | [rolling-horizon] solver 'RHCRSolver' returned status=error at step 50 (error_msg='rc=-11'); reusing previous PlanBundle.
2026-05-20 16:55:57,918 WARNING ha_lmapf.global_tier.rolling_horizon | [rolling-horizon] solver 'RHCRSolver' returned status=error at step 30 (error_msg='rc=-11'); reusing previous PlanBundle.
2026-05-20 16:55:58,931 WARNING ha_lmapf.global_tier.rolling_horizon | [rolling-horizon] solver 'RHCRSolver' returned status=error at step 30 (error_msg='rc=-11'); reusing previous PlanBundle.
2026-05-20 16:55:59,944 WARNING ha_lmapf.global_tier.rolling_horizon | [rolling-horizon] solver 'RHCRSolver' returned status=error at step 40 (error_msg='rc=-11'); reusing previous PlanBundle.
2026-05-20 16:56:00,958 WARNING ha_lmapf.global_tier.rolling_horizon | [rolling-horizon] solver 'RHCRSolver' returned status=error at step 40 (error_msg='rc=-11'); reusing previous PlanBundle.
2026-05-20 16:56:01,972 WARNING ha_lmapf.global_tier.rolling_horizon | [rolling-horizon] solver 'RHCRSolver' returned status=error at step 50 (error_msg='rc=-11'); reusing previous PlanBundle.
2026-05-20 16:56:02,989 WARNING ha_lmapf.global_tier.rolling_horizon | [rolling-horizon] solver 'RHCRSolver' returned status=error at step 40 (error_msg='rc=-11'); reusing previous PlanBundle.
2026-05-20 16:56:04,005 WARNING ha_lmapf.global_tier.rolling_horizon | [rolling-horizon] solver 'RHCRSolver' returned status=error at step 40 (error_msg='rc=-11'); reusing previous PlanBundle.
2026-05-20 16:56:05,022 WARNING ha_lmapf.global_tier.rolling_horizon | [rolling-horizon] solver 'RHCRSolver' returned status=error at step 50 (error_msg='rc=-11'); reusing previous PlanBundle.
2026-05-20 16:56:06,039 WARNING ha_lmapf.global_tier.rolling_horizon | [rolling-horizon] solver 'RHCRSolver' returned status=error at step 40 (error_msg='rc=-11'); reusing previous PlanBundle.
2026-05-20 16:56:07,054 WARNING ha_lmapf.global_tier.rolling_horizon | [rolling-horizon] solver 'RHCRSolver' returned status=error at step 60 (error_msg='rc=-11'); reusing previous PlanBundle.
2026-05-20 16:56:08,071 WARNING ha_lmapf.global_tier.rolling_horizon | [rolling-horizon] solver 'RHCRSolver' returned status=error at step 40 (error_msg='rc=-11'); reusing previous PlanBundle.
2026-05-20 16:56:09,087 WARNING ha_lmapf.global_tier.rolling_horizon | [rolling-horizon] solver 'RHCRSolver' returned status=error at step 40 (error_msg='rc=-11'); reusing previous PlanBundle.
2026-05-20 16:56:10,102 WARNING ha_lmapf.global_tier.rolling_horizon | [rolling-horizon] solver 'RHCRSolver' returned status=error at step 50 (error_msg='rc=-11'); reusing previous PlanBundle.
2026-05-20 16:56:11,115 WARNING ha_lmapf.global_tier.rolling_horizon | [rolling-horizon] solver 'RHCRSolver' returned status=error at step 50 (error_msg='rc=-11'); reusing previous PlanBundle.
2026-05-20 16:56:12,126 WARNING ha_lmapf.global_tier.rolling_horizon | [rolling-horizon] solver 'RHCRSolver' returned status=error at step 60 (error_msg='rc=-11'); reusing previous PlanBundle.
2026-05-20 16:56:13,139 WARNING ha_lmapf.global_tier.rolling_horizon | [rolling-horizon] solver 'RHCRSolver' returned status=error at step 50 (error_msg='rc=-11'); reusing previous PlanBundle.
2026-05-20 16:56:14,152 WARNING ha_lmapf.global_tier.rolling_horizon | [rolling-horizon] solver 'RHCRSolver' returned status=error at step 50 (error_msg='rc=-11'); reusing previous PlanBundle.
2026-05-20 16:56:15,165 WARNING ha_lmapf.global_tier.rolling_horizon | [rolling-horizon] solver 'RHCRSolver' returned status=error at step 60 (error_msg='rc=-11'); reusing previous PlanBundle.
2026-05-20 16:56:16,178 WARNING ha_lmapf.global_tier.rolling_horizon | [rolling-horizon] solver 'RHCRSolver' returned status=error at step 50 (error_msg='rc=-11'); reusing previous PlanBundle.
2026-05-20 16:56:17,191 WARNING ha_lmapf.global_tier.rolling_horizon | [rolling-horizon] solver 'RHCRSolver' returned status=error at step 70 (error_msg='rc=-11'); reusing previous PlanBundle.
2026-05-20 16:56:18,208 WARNING ha_lmapf.global_tier.rolling_horizon | [rolling-horizon] solver 'RHCRSolver' returned status=error at step 50 (error_msg='rc=-11'); reusing previous PlanBundle.
2026-05-20 16:56:19,226 WARNING ha_lmapf.global_tier.rolling_horizon | [rolling-horizon] solver 'RHCRSolver' returned status=error at step 50 (error_msg='rc=-11'); reusing previous PlanBundle.
2026-05-20 16:56:20,239 WARNING ha_lmapf.global_tier.rolling_horizon | [rolling-horizon] solver 'RHCRSolver' returned status=error at step 60 (error_msg='rc=-11'); reusing previous PlanBundle.
2026-05-20 16:56:21,252 WARNING ha_lmapf.global_tier.rolling_horizon | [rolling-horizon] solver 'RHCRSolver' returned status=error at step 60 (error_msg='rc=-11'); reusing previous PlanBundle.
2026-05-20 16:56:22,267 WARNING ha_lmapf.global_tier.rolling_horizon | [rolling-horizon] solver 'RHCRSolver' returned status=error at step 70 (error_msg='rc=-11'); reusing previous PlanBundle.
2026-05-20 16:56:23,280 WARNING ha_lmapf.global_tier.rolling_horizon | [rolling-horizon] solver 'RHCRSolver' returned status=error at step 60 (error_msg='rc=-11'); reusing previous PlanBundle.
2026-05-20 16:56:24,296 WARNING ha_lmapf.global_tier.rolling_horizon | [rolling-horizon] solver 'RHCRSolver' returned status=error at step 60 (error_msg='rc=-11'); reusing previous PlanBundle.
2026-05-20 16:56:25,308 WARNING ha_lmapf.global_tier.rolling_horizon | [rolling-horizon] solver 'RHCRSolver' returned status=error at step 70 (error_msg='rc=-11'); reusing previous PlanBundle.
2026-05-20 16:56:26,321 WARNING ha_lmapf.global_tier.rolling_horizon | [rolling-horizon] solver 'RHCRSolver' returned status=error at step 60 (error_msg='rc=-11'); reusing previous PlanBundle.
2026-05-20 16:56:27,335 WARNING ha_lmapf.global_tier.rolling_horizon | [rolling-horizon] solver 'RHCRSolver' returned status=error at step 80 (error_msg='rc=-11'); reusing previous PlanBundle.
2026-05-20 16:56:28,346 WARNING ha_lmapf.global_tier.rolling_horizon | [rolling-horizon] solver 'RHCRSolver' returned status=error at step 60 (error_msg='rc=-11'); reusing previous PlanBundle.
2026-05-20 16:56:29,359 WARNING ha_lmapf.global_tier.rolling_horizon | [rolling-horizon] solver 'RHCRSolver' returned status=error at step 60 (error_msg='rc=-11'); reusing previous PlanBundle.
2026-05-20 16:56:30,374 WARNING ha_lmapf.global_tier.rolling_horizon | [rolling-horizon] solver 'RHCRSolver' returned status=error at step 70 (error_msg='rc=-11'); reusing previous PlanBundle.
2026-05-20 16:56:31,387 WARNING ha_lmapf.global_tier.rolling_horizon | [rolling-horizon] solver 'RHCRSolver' returned status=error at step 70 (error_msg='rc=-11'); reusing previous PlanBundle.
2026-05-20 16:56:32,399 WARNING ha_lmapf.global_tier.rolling_horizon | [rolling-horizon] solver 'RHCRSolver' returned status=error at step 80 (error_msg='rc=-11'); reusing previous PlanBundle.
2026-05-20 16:56:33,412 WARNING ha_lmapf.global_tier.rolling_horizon | [rolling-horizon] solver 'RHCRSolver' returned status=error at step 70 (error_msg='rc=-11'); reusing previous PlanBundle.
2026-05-20 16:56:34,427 WARNING ha_lmapf.global_tier.rolling_horizon | [rolling-horizon] solver 'RHCRSolver' returned status=error at step 70 (error_msg='rc=-11'); reusing previous PlanBundle.
2026-05-20 16:56:35,439 WARNING ha_lmapf.global_tier.rolling_horizon | [rolling-horizon] solver 'RHCRSolver' returned status=error at step 80 (error_msg='rc=-11'); reusing previous PlanBundle.
2026-05-20 16:56:36,453 WARNING ha_lmapf.global_tier.rolling_horizon | [rolling-horizon] solver 'RHCRSolver' returned status=error at step 70 (error_msg='rc=-11'); reusing previous PlanBundle.
2026-05-20 16:56:37,469 WARNING ha_lmapf.global_tier.rolling_horizon | [rolling-horizon] solver 'RHCRSolver' returned status=error at step 90 (error_msg='rc=-11'); reusing previous PlanBundle.
2026-05-20 16:56:38,483 WARNING ha_lmapf.global_tier.rolling_horizon | [rolling-horizon] solver 'RHCRSolver' returned status=error at step 70 (error_msg='rc=-11'); reusing previous PlanBundle.
2026-05-20 16:56:39,500 WARNING ha_lmapf.global_tier.rolling_horizon | [rolling-horizon] solver 'RHCRSolver' returned status=error at step 70 (error_msg='rc=-11'); reusing previous PlanBundle.
2026-05-20 16:56:40,514 WARNING ha_lmapf.global_tier.rolling_horizon | [rolling-horizon] solver 'RHCRSolver' returned status=error at step 80 (error_msg='rc=-11'); reusing previous PlanBundle.
2026-05-20 16:56:41,532 WARNING ha_lmapf.global_tier.rolling_horizon | [rolling-horizon] solver 'RHCRSolver' returned status=error at step 80 (error_msg='rc=-11'); reusing previous PlanBundle.
2026-05-20 16:56:42,545 WARNING ha_lmapf.global_tier.rolling_horizon | [rolling-horizon] solver 'RHCRSolver' returned status=error at step 90 (error_msg='rc=-11'); reusing previous PlanBundle.
2026-05-20 16:56:43,560 WARNING ha_lmapf.global_tier.rolling_horizon | [rolling-horizon] solver 'RHCRSolver' returned status=error at step 80 (error_msg='rc=-11'); reusing previous PlanBundle.
2026-05-20 16:56:44,573 WARNING ha_lmapf.global_tier.rolling_horizon | [rolling-horizon] solver 'RHCRSolver' returned status=error at step 80 (error_msg='rc=-11'); reusing previous PlanBundle.
2026-05-20 16:56:45,587 WARNING ha_lmapf.global_tier.rolling_horizon | [rolling-horizon] solver 'RHCRSolver' returned status=error at step 90 (error_msg='rc=-11'); reusing previous PlanBundle.
2026-05-20 16:56:46,602 WARNING ha_lmapf.global_tier.rolling_horizon | [rolling-horizon] solver 'RHCRSolver' returned status=error at step 80 (error_msg='rc=-11'); reusing previous PlanBundle.
2026-05-20 16:56:47,616 WARNING ha_lmapf.global_tier.rolling_horizon | [rolling-horizon] solver 'RHCRSolver' returned status=error at step 100 (error_msg='rc=-11'); reusing previous PlanBundle.
2026-05-20 16:56:48,632 WARNING ha_lmapf.global_tier.rolling_horizon | [rolling-horizon] solver 'RHCRSolver' returned status=error at step 80 (error_msg='rc=-11'); reusing previous PlanBundle.
2026-05-20 16:56:49,644 WARNING ha_lmapf.global_tier.rolling_horizon | [rolling-horizon] solver 'RHCRSolver' returned status=error at step 80 (error_msg='rc=-11'); reusing previous PlanBundle.
2026-05-20 16:56:50,657 WARNING ha_lmapf.global_tier.rolling_horizon | [rolling-horizon] solver 'RHCRSolver' returned status=error at step 90 (error_msg='rc=-11'); reusing previous PlanBundle.
2026-05-20 16:56:51,685 WARNING ha_lmapf.global_tier.rolling_horizon | [rolling-horizon] solver 'RHCRSolver' returned status=error at step 90 (error_msg='rc=-11'); reusing previous PlanBundle.
2026-05-20 16:56:52,699 WARNING ha_lmapf.global_tier.rolling_horizon | [rolling-horizon] solver 'RHCRSolver' returned status=error at step 100 (error_msg='rc=-11'); reusing previous PlanBundle.
2026-05-20 16:56:53,714 WARNING ha_lmapf.global_tier.rolling_horizon | [rolling-horizon] solver 'RHCRSolver' returned status=error at step 90 (error_msg='rc=-11'); reusing previous PlanBundle.
2026-05-20 16:56:54,727 WARNING ha_lmapf.global_tier.rolling_horizon | [rolling-horizon] solver 'RHCRSolver' returned status=error at step 90 (error_msg='rc=-11'); reusing previous PlanBundle.
2026-05-20 16:56:55,742 WARNING ha_lmapf.global_tier.rolling_horizon | [rolling-horizon] solver 'RHCRSolver' returned status=error at step 100 (error_msg='rc=-11'); reusing previous PlanBundle.
2026-05-20 16:56:56,759 WARNING ha_lmapf.global_tier.rolling_horizon | [rolling-horizon] solver 'RHCRSolver' returned status=error at step 90 (error_msg='rc=-11'); reusing previous PlanBundle.
2026-05-20 16:56:57,775 WARNING ha_lmapf.global_tier.rolling_horizon | [rolling-horizon] solver 'RHCRSolver' returned status=error at step 110 (error_msg='rc=-11'); reusing previous PlanBundle.
2026-05-20 16:56:58,790 WARNING ha_lmapf.global_tier.rolling_horizon | [rolling-horizon] solver 'RHCRSolver' returned status=error at step 90 (error_msg='rc=-11'); reusing previous PlanBundle.
2026-05-20 16:56:59,807 WARNING ha_lmapf.global_tier.rolling_horizon | [rolling-horizon] solver 'RHCRSolver' returned status=error at step 90 (error_msg='rc=-11'); reusing previous PlanBundle.
2026-05-20 16:57:00,820 WARNING ha_lmapf.global_tier.rolling_horizon | [rolling-horizon] solver 'RHCRSolver' returned status=error at step 100 (error_msg='rc=-11'); reusing previous PlanBundle.
2026-05-20 16:57:01,834 WARNING ha_lmapf.global_tier.rolling_horizon | [rolling-horizon] solver 'RHCRSolver' returned status=error at step 100 (error_msg='rc=-11'); reusing previous PlanBundle.
2026-05-20 16:57:02,850 WARNING ha_lmapf.global_tier.rolling_horizon | [rolling-horizon] solver 'RHCRSolver' returned status=error at step 110 (error_msg='rc=-11'); reusing previous PlanBundle.
2026-05-20 16:57:03,863 WARNING ha_lmapf.global_tier.rolling_horizon | [rolling-horizon] solver 'RHCRSolver' returned status=error at step 100 (error_msg='rc=-11'); reusing previous PlanBundle.
2026-05-20 16:57:04,877 WARNING ha_lmapf.global_tier.rolling_horizon | [rolling-horizon] solver 'RHCRSolver' returned status=error at step 100 (error_msg='rc=-11'); reusing previous PlanBundle.
2026-05-20 16:57:05,892 WARNING ha_lmapf.global_tier.rolling_horizon | [rolling-horizon] solver 'RHCRSolver' returned status=error at step 110 (error_msg='rc=-11'); reusing previous PlanBundle.
2026-05-20 16:57:06,906 WARNING ha_lmapf.global_tier.rolling_horizon | [rolling-horizon] solver 'RHCRSolver' returned status=error at step 100 (error_msg='rc=-11'); reusing previous PlanBundle.
2026-05-20 16:57:07,923 WARNING ha_lmapf.global_tier.rolling_horizon | [rolling-horizon] solver 'RHCRSolver' returned status=error at step 120 (error_msg='rc=-11'); reusing previous PlanBundle.
2026-05-20 16:57:08,940 WARNING ha_lmapf.global_tier.rolling_horizon | [rolling-horizon] solver 'RHCRSolver' returned status=error at step 100 (error_msg='rc=-11'); reusing previous PlanBundle.
2026-05-20 16:57:09,957 WARNING ha_lmapf.global_tier.rolling_horizon | [rolling-horizon] solver 'RHCRSolver' returned status=error at step 100 (error_msg='rc=-11'); reusing previous PlanBundle.
2026-05-20 16:57:10,969 WARNING ha_lmapf.global_tier.rolling_horizon | [rolling-horizon] solver 'RHCRSolver' returned status=error at step 110 (error_msg='rc=-11'); reusing previous PlanBundle.
2026-05-20 16:57:11,982 WARNING ha_lmapf.global_tier.rolling_horizon | [rolling-horizon] solver 'RHCRSolver' returned status=error at step 110 (error_msg='rc=-11'); reusing previous PlanBundle.
2026-05-20 16:57:12,997 WARNING ha_lmapf.global_tier.rolling_horizon | [rolling-horizon] solver 'RHCRSolver' returned status=error at step 120 (error_msg='rc=-11'); reusing previous PlanBundle.
2026-05-20 16:57:14,013 WARNING ha_lmapf.global_tier.rolling_horizon | [rolling-horizon] solver 'RHCRSolver' returned status=error at step 110 (error_msg='rc=-11'); reusing previous PlanBundle.
2026-05-20 16:57:15,030 WARNING ha_lmapf.global_tier.rolling_horizon | [rolling-horizon] solver 'RHCRSolver' returned status=error at step 110 (error_msg='rc=-11'); reusing previous PlanBundle.
2026-05-20 16:57:16,044 WARNING ha_lmapf.global_tier.rolling_horizon | [rolling-horizon] solver 'RHCRSolver' returned status=error at step 120 (error_msg='rc=-11'); reusing previous PlanBundle.
2026-05-20 16:57:17,062 WARNING ha_lmapf.global_tier.rolling_horizon | [rolling-horizon] solver 'RHCRSolver' returned status=error at step 110 (error_msg='rc=-11'); reusing previous PlanBundle.
2026-05-20 16:57:18,074 WARNING ha_lmapf.global_tier.rolling_horizon | [rolling-horizon] solver 'RHCRSolver' returned status=error at step 130 (error_msg='rc=-11'); reusing previous PlanBundle.
2026-05-20 16:57:19,088 WARNING ha_lmapf.global_tier.rolling_horizon | [rolling-horizon] solver 'RHCRSolver' returned status=error at step 110 (error_msg='rc=-11'); reusing previous PlanBundle.
2026-05-20 16:57:20,104 WARNING ha_lmapf.global_tier.rolling_horizon | [rolling-horizon] solver 'RHCRSolver' returned status=error at step 110 (error_msg='rc=-11'); reusing previous PlanBundle.
2026-05-20 16:57:21,117 WARNING ha_lmapf.global_tier.rolling_horizon | [rolling-horizon] solver 'RHCRSolver' returned status=error at step 120 (error_msg='rc=-11'); reusing previous PlanBundle.
2026-05-20 16:57:22,131 WARNING ha_lmapf.global_tier.rolling_horizon | [rolling-horizon] solver 'RHCRSolver' returned status=error at step 120 (error_msg='rc=-11'); reusing previous PlanBundle.
2026-05-20 16:57:23,146 WARNING ha_lmapf.global_tier.rolling_horizon | [rolling-horizon] solver 'RHCRSolver' returned status=error at step 130 (error_msg='rc=-11'); reusing previous PlanBundle.
